move_pkid;move_id;year;month;departure;arrival;from_id;to_id;from_name;to_name;from_type;to_type;vessel_id;vessel_name;vessel_type;dwt;time
387155;;1977;9;16/09/1977 00:00;16/09/1977 00:00;593;5802;Shimizu;Tokyo;1;1;31205;Australian Searoader 2;fully cellular containership;20118;0
783238;;1977;9;16/09/1977 00:00;16/09/1977 00:00;3832;2151;Nagoya;Kobe;1;1;73612;Khudozhnik Ioganson;fully cellular containership;14490;0
842912;;1977;9;16/09/1977 00:00;16/09/1977 00:00;2594;2561;Philadelphia;Hampton Roads;1;1;101476;Kota Berani;fully cellular containership;15790;0
67763;;1977;9;16/09/1977 00:00;16/09/1977 00:00;3164;2151;Hong Kong;Kobe;1;1;2071;Horizon Crusader;fully cellular containership;20695;0
565992;;1977;9;17/09/1977 00:00;17/09/1977 00:00;4489;2213;Seattle;Anchorage;1;1;47556;Portland;fully cellular containership;9858;0
57445;;1977;9;17/09/1977 00:00;17/09/1977 00:00;2151;3444;Kobe;Nakhodka;1;1;1277;Aleksand Fade;fully cellular containership;6314;0
503760;;1977;9;17/09/1977 00:00;17/09/1977 00:00;1697;2248;Bremerhaven;Felixstowe;1;1;42561;Fairbridge;fully cellular containership;8723;0
503848;;1977;9;17/09/1977 00:00;17/09/1977 00:00;4572;2561;New York;Hampton Roads;1;1;42564;Alacrity;fully cellular containership;8222;0
626843;;1977;9;17/09/1977 00:00;17/09/1977 00:00;4313;5493;Sakaide;Osaka;1;1;54354;MSC Viviana;fully cellular containership;35332;0
481164;;1977;9;17/09/1977 00:00;17/09/1977 00:00;5295;2151;Busan;Kobe;1;1;41012;Mobile;fully cellular containership;9557;0
209252;;1977;9;17/09/1977 00:00;17/09/1977 00:00;576;1828;Antwerp;Le Havre;1;1;14126;OOCL Challenge;fully cellular containership;29398;0
840760;;1977;9;17/09/1977 00:00;17/09/1977 00:00;4492;1675;London;Zeebrugge;1;1;101343;Palliser Bay;fully cellular containership;39710;0
690775;;1977;9;17/09/1977 00:00;17/09/1977 00:00;4593;5493;Keelung;Osaka;1;1;61443;Lihue;fully cellular containership;39276;0
322076;;1977;9;17/09/1977 00:00;17/09/1977 00:00;593;3832;Shimizu;Nagoya;1;1;24341;Prosperity River;fully cellular containership;48821;0
826520;;1977;9;17/09/1977 00:00;17/09/1977 00:00;2993;1697;Hamburg;Bremerhaven;1;1;77404;MSC Jade;fully cellular containership;25258;0
47798;;1977;9;17/09/1977 00:00;17/09/1977 00:00;4289;941;Leghorn;Algeciras;1;1;416;Afoundria;fully cellular containership;6982;0
464415;;1977;9;17/09/1977 00:00;17/09/1977 00:00;4436;1504;Subic Bay;Kaohsiung;1;1;37516;Mayaguez;fully cellular containership;8651;0
812689;;1977;9;17/09/1977 00:00;17/09/1977 00:00;298;5361;Kingston(JAM);Ponce;1;1;75671;Irenes Honour;fully cellular containership;28047;0
67119;;1977;9;17/09/1977 00:00;17/09/1977 00:00;2248;1697;Felixstowe;Bremerhaven;1;1;2051;American Archer;fully cellular containership;15692;0
134507;;1977;9;17/09/1977 00:00;17/09/1977 00:00;2248;830;Felixstowe;Rotterdam;1;1;6641;Feeder 3;fully cellular containership;4625;0
501549;;1977;9;17/09/1977 00:00;17/09/1977 00:00;5757;115;Penang;Port Klang;1;1;42453;Dragon Komodo;fully cellular containership;25369;0
140624;;1977;9;17/09/1977 00:00;17/09/1977 00:00;4572;1369;New York;San Juan(PRI);1;1;7146;Borinquen;fully cellular containership;17249;0
464356;;1977;9;17/09/1977 00:00;17/09/1977 00:00;854;1369;Baltimore;San Juan(PRI);1;1;37515;Trader;fully cellular containership;15495;0
209253;;1977;9;18/09/1977 00:00;18/09/1977 00:00;1828;4640;Le Havre;Southampton;1;1;14126;OOCL Challenge;fully cellular containership;29398;0
823443;;1977;9;18/09/1977 00:00;18/09/1977 00:00;1165;115;Singapore;Port Klang;1;1;77247;Sky Interest 1;fully cellular containership;41652;0
334807;;1977;9;18/09/1977 00:00;18/09/1977 00:00;1995;2331;Greenock;Houston;1;1;25225;MSC Michele;fully cellular containership;21185;0
163549;;1977;9;18/09/1977 00:00;18/09/1977 00:00;889;4289;Fos;Leghorn;1;1;10544;Hwa Lie;fully cellular containership;2175;0
141792;;1977;9;18/09/1977 00:00;18/09/1977 00:00;3917;2594;Boston(USA);Philadelphia;1;1;7210;Boston;fully cellular containership;9466;0
797400;;1977;9;18/09/1977 00:00;18/09/1977 00:00;830;576;Rotterdam;Antwerp;1;1;73643;MSC Maeva;fully cellular containership;38840;0
558392;;1977;9;18/09/1977 00:00;18/09/1977 00:00;5393;4492;St. Petersburg;London;1;1;47122;Silver Castle;fully cellular containership;6213;0
844624;;1977;9;18/09/1977 00:00;18/09/1977 00:00;3618;5048;Sharjah;Dubai;1;1;101623;Heritage Express;fully cellular containership;14878;0
54141;;1977;9;18/09/1977 00:00;18/09/1977 00:00;1949;2993;Kiel;Hamburg;1;1;1101;Al Shamiah;fully cellular containership;15763;0
530784;;1977;9;18/09/1977 00:00;18/09/1977 00:00;1828;830;Le Havre;Rotterdam;1;1;45033;Jin Mao Fu;fully cellular containership;11151;0
333223;;1977;9;18/09/1977 00:00;18/09/1977 00:00;4489;311;Seattle;Vancouver(CAN);1;1;25114;Hikawa II;fully cellular containership;23513;0
66780;;1977;9;18/09/1977 00:00;18/09/1977 00:00;4572;2561;New York;Hampton Roads;1;1;2045;American Alliance;fully cellular containership;15772;0
669694;;1977;9;18/09/1977 00:00;18/09/1977 00:00;854;4028;Baltimore;Port Harcourt;1;1;57647;Rui Hsing;fully cellular containership;4130;0
827967;;1977;9;18/09/1977 00:00;18/09/1977 00:00;938;1675;Europoort;Zeebrugge;1;1;77654;Hai De Li;fully cellular containership;2213;0
217957;;1977;9;18/09/1977 00:00;18/09/1977 00:00;5521;889;Genoa;Fos;1;1;14640;Direct Kea;fully cellular containership;29262;0
160135;;1977;9;18/09/1977 00:00;18/09/1977 00:00;2993;3880;Hamburg;Bremen;1;1;10410;Fremantle Star;fully cellular containership;19114;0
826522;;1977;9;19/09/1977 00:00;19/09/1977 00:00;830;1675;Rotterdam;Zeebrugge;1;1;77404;MSC Jade;fully cellular containership;25258;0
66781;;1977;9;19/09/1977 00:00;19/09/1977 00:00;2561;854;Hampton Roads;Baltimore;1;1;2045;American Alliance;fully cellular containership;15772;0
358004;;1977;9;19/09/1977 00:00;19/09/1977 00:00;830;2248;Rotterdam;Felixstowe;1;1;27031;Island Queen;fully cellular containership;3298;0
186067;;1977;9;19/09/1977 00:00;19/09/1977 00:00;2531;830;Esbjerg;Rotterdam;1;1;12475;Miami-F;fully cellular containership;2150;0
84666;;1977;9;19/09/1977 00:00;19/09/1977 00:00;1872;3832;Yokkaichi;Nagoya;1;1;3300;P&O Nedlloyd Tauranga;fully cellular containership;23016;0
549767;;1977;9;19/09/1977 00:00;19/09/1977 00:00;2151;5493;Kobe;Osaka;1;1;46316;Ginter Star;fully cellular containership;5604;0
815991;;1977;9;19/09/1977 00:00;19/09/1977 00:00;3164;1504;Hong Kong;Kaohsiung;1;1;76173;MSC Laurence;fully cellular containership;30933;0
243826;;1977;9;19/09/1977 00:00;19/09/1977 00:00;830;2993;Rotterdam;Hamburg;1;1;16621;Encounter Bay;fully cellular containership;28794;0
853384;;1977;9;19/09/1977 00:00;19/09/1977 00:00;2993;1697;Hamburg;Bremerhaven;1;1;103020;Rubens;fully cellular containership;29240;0
672553;;1977;9;19/09/1977 00:00;19/09/1977 00:00;2993;1697;Hamburg;Bremerhaven;1;1;60021;MSC Brianna;fully cellular containership;34873;0
666169;;1977;9;20/09/1977 00:00;20/09/1977 00:00;4977;5295;Los Angeles;Busan;1;1;57471;Meghna;fully cellular containership;12396;0
620267;;1977;9;20/09/1977 00:00;20/09/1977 00:00;1697;4700;Bremerhaven;Jacksonville;1;1;53620;Horizon Producer;fully cellular containership;25699;0
342854;;1977;9;20/09/1977 00:00;20/09/1977 00:00;1503;4700;Charleston;Jacksonville;1;1;25665;Eastern Light;fully cellular containership;9415;0
568356;;1977;9;20/09/1977 00:00;20/09/1977 00:00;5295;2151;Busan;Kobe;1;1;47701;Jefferson;fully cellular containership;23170;0
749773;;1977;9;20/09/1977 00:00;20/09/1977 00:00;3832;593;Nagoya;Shimizu;1;1;66331;Sea Ranger;fully cellular containership;25297;0
333224;;1977;9;20/09/1977 00:00;20/09/1977 00:00;311;238;Vancouver(CAN);Portland(OR USA);1;1;25114;Hikawa II;fully cellular containership;23513;0
797401;;1977;9;20/09/1977 00:00;20/09/1977 00:00;576;1828;Antwerp;Le Havre;1;1;73643;MSC Maeva;fully cellular containership;38840;0
103651;;1977;9;20/09/1977 00:00;20/09/1977 00:00;5393;4492;St. Petersburg;London;1;1;4612;Long Tong;fully cellular containership;2161;0
626442;;1977;9;20/09/1977 00:00;20/09/1977 00:00;143;5393;Helsinki;St. Petersburg;1;1;54337;Eridan;fully cellular containership;6270;0
498893;;1977;9;20/09/1977 00:00;20/09/1977 00:00;166;830;Marseilles;Rotterdam;1;1;42330;Nedlloyd Dejima;fully cellular containership;46989;0
568855;;1977;9;20/09/1977 00:00;20/09/1977 00:00;2151;4593;Kobe;Keelung;1;1;47715;Equality State;fully cellular containership;20191;0
568854;;1977;9;20/09/1977 00:00;20/09/1977 00:00;4593;2151;Keelung;Kobe;1;1;47715;Equality State;fully cellular containership;20191;0
608936;;1977;9;21/09/1977 00:00;21/09/1977 00:00;821;941;Piraeus;Algeciras;1;1;52677;MSC Koper;fully cellular containership;15170;0
498894;;1977;9;21/09/1977 00:00;21/09/1977 00:00;830;205;Rotterdam;Gothenburg;1;1;42330;Nedlloyd Dejima;fully cellular containership;46989;0
391438;;1977;9;21/09/1977 00:00;21/09/1977 00:00;5802;3832;Tokyo;Nagoya;1;1;31574;Song;fully cellular containership;14720;0
422180;;1977;9;21/09/1977 00:00;21/09/1977 00:00;1697;3880;Bremerhaven;Bremen;1;1;34262;MSC Anastasia;fully cellular containership;21307;0
163944;;1977;9;21/09/1977 00:00;21/09/1977 00:00;2151;5493;Kobe;Osaka;1;1;10555;Canna;fully cellular containership;4351;0
823654;;1977;9;21/09/1977 00:00;21/09/1977 00:00;2594;4572;Philadelphia;New York;1;1;77265;Kota Berkat;fully cellular containership;15790;0
501900;;1977;9;21/09/1977 00:00;21/09/1977 00:00;2849;1600;Sydney;Melbourne;1;1;42463;Dragon Sumbawa;fully cellular containership;25369;0
67222;;1977;9;21/09/1977 00:00;21/09/1977 00:00;1828;830;Le Havre;Rotterdam;1;1;2052;American Argosy;fully cellular containership;15066;0
340789;;1977;9;21/09/1977 00:00;21/09/1977 00:00;2842;2151;Yokohama;Kobe;1;1;25547;Hotaka Maru;fully cellular containership;20400;0
799171;;1977;9;21/09/1977 00:00;21/09/1977 00:00;5802;2842;Tokyo;Yokohama;1;1;74024;MSC Veronique;fully cellular containership;30933;0
144855;;1977;9;21/09/1977 00:00;21/09/1977 00:00;333;2101;Cartagena(ESP);Barcelona;1;1;7335;Progress 3;fully cellular containership;5463;0
287720;;1977;9;21/09/1977 00:00;21/09/1977 00:00;4489;2213;Seattle;Anchorage;1;1;21570;Galveston;fully cellular containership;9506;0
826391;;1977;9;21/09/1977 00:00;21/09/1977 00:00;1675;1828;Zeebrugge;Le Havre;1;1;77404;MSC Jade;fully cellular containership;25258;0
99594;;1977;9;21/09/1977 00:00;21/09/1977 00:00;3164;5196;Hong Kong;Manila;1;1;4371;Flamingo;fully cellular containership;7876;0
445607;;1977;9;21/09/1977 00:00;21/09/1977 00:00;100;2954;Manchester(GBR);Eastham;1;1;36137;Char Che;fully cellular containership;12319;0
749774;;1977;9;21/09/1977 00:00;21/09/1977 00:00;593;5802;Shimizu;Tokyo;1;1;66331;Sea Ranger;fully cellular containership;25297;0
158592;;1977;9;21/09/1977 00:00;21/09/1977 00:00;830;1828;Rotterdam;Le Havre;1;1;10252;CanMar Spirit;fully cellular containership;16963;0
342855;;1977;9;21/09/1977 00:00;21/09/1977 00:00;4700;1369;Jacksonville;San Juan(PRI);1;1;25665;Eastern Light;fully cellular containership;9415;0
609294;;1977;9;21/09/1977 00:00;21/09/1977 00:00;4572;1369;New York;San Juan(PRI);1;1;52712;San Juan;fully cellular containership;18184;0
816470;;1977;9;21/09/1977 00:00;21/09/1977 00:00;3241;743;Puerto Cortes;Santo Tomas de Castilla;1;1;76252;Trisna Samudra;fully cellular containership;6107;0
504541;;1977;9;22/09/1977 00:00;22/09/1977 00:00;4489;2213;Seattle;Anchorage;1;1;42631;Newark;fully cellular containership;9494;0
68395;;1977;9;22/09/1977 00:00;22/09/1977 00:00;2151;5295;Kobe;Busan;1;1;2102;Moon Jin;fully cellular containership;3021;0
103652;;1977;9;22/09/1977 00:00;22/09/1977 00:00;4492;5393;London;St. Petersburg;1;1;4612;Long Tong;fully cellular containership;2161;0
842480;;1977;9;22/09/1977 00:00;22/09/1977 00:00;1831;938;Tees;Europoort;1;1;101454;Xin Chang;fully cellular containership;3342;0
63423;;1977;9;22/09/1977 00:00;22/09/1977 00:00;2561;854;Hampton Roads;Baltimore;1;1;1652;Sheldon Lykes;fully cellular containership;15284;0
67223;;1977;9;22/09/1977 00:00;22/09/1977 00:00;830;2248;Rotterdam;Felixstowe;1;1;2052;American Argosy;fully cellular containership;15066;0
602878;;1977;9;22/09/1977 00:00;22/09/1977 00:00;4703;828;Iskenderun;Tartous;1;1;52352;Transporter;fully cellular containership;2466;0
816471;;1977;9;22/09/1977 00:00;22/09/1977 00:00;743;1107;Santo Tomas de Castilla;Belize City;1;1;76252;Trisna Samudra;fully cellular containership;6107;0
539494;;1977;9;22/09/1977 00:00;22/09/1977 00:00;2605;3164;Bangkok;Hong Kong;1;1;45455;Ri Chang;fully cellular containership;3000;0
362946;;1977;9;22/09/1977 00:00;22/09/1977 00:00;4572;1369;New York;San Juan(PRI);1;1;27302;Jacksonville;fully cellular containership;13259;0
55098;;1977;9;22/09/1977 00:00;22/09/1977 00:00;4489;311;Seattle;Vancouver(CAN);1;1;1135;Alligator Miracle;fully cellular containership;29581;0
209352;;1977;9;22/09/1977 00:00;22/09/1977 00:00;4572;2561;New York;Hampton Roads;1;1;14127;CanMar Ambassador;fully cellular containership;29204;0
853386;;1977;9;22/09/1977 00:00;22/09/1977 00:00;830;576;Rotterdam;Antwerp;1;1;103020;Rubens;fully cellular containership;29240;0
122120;;1977;9;22/09/1977 00:00;22/09/1977 00:00;3164;5295;Hong Kong;Busan;1;1;5753;Century Carrier No.1;fully cellular containership;12256;0
96766;;1977;9;22/09/1977 00:00;22/09/1977 00:00;1828;1675;Le Havre;Zeebrugge;1;1;4202;Chicago Express;fully cellular containership;31830;0
368390;;1977;9;22/09/1977 00:00;22/09/1977 00:00;3832;2151;Nagoya;Kobe;1;1;27576;Japan Ambrose;fully cellular containership;28805;0
89769;;1977;9;22/09/1977 00:00;22/09/1977 00:00;167;903;Salalah;Port Sultan Qaboos;1;1;3615;Windward;fully cellular containership;21885;0
569555;;1977;9;22/09/1977 00:00;22/09/1977 00:00;843;2993;Amsterdam;Hamburg;1;1;47746;Oriental Champion;fully cellular containership;17444;0
609610;;1977;9;22/09/1977 00:00;22/09/1977 00:00;941;830;Algeciras;Rotterdam;1;1;52730;San Pedro;fully cellular containership;15943;0
575688;;1977;9;23/09/1977 00:00;23/09/1977 00:00;5605;2151;San Francisco;Kobe;1;1;50347;Success Hope;fully cellular containership;30465;0
106999;;1977;9;23/09/1977 00:00;23/09/1977 00:00;2561;2594;Hampton Roads;Philadelphia;1;1;4766;Horizon Fairbanks;fully cellular containership;22086;0
568578;;1977;9;23/09/1977 00:00;23/09/1977 00:00;2151;5295;Kobe;Busan;1;1;47705;Howell Lykes;fully cellular containership;23212;0
340790;;1977;9;23/09/1977 00:00;23/09/1977 00:00;2151;3832;Kobe;Nagoya;1;1;25547;Hotaka Maru;fully cellular containership;20400;0
823655;;1977;9;23/09/1977 00:00;23/09/1977 00:00;4572;2561;New York;Hampton Roads;1;1;77265;Kota Berkat;fully cellular containership;15790;0
67945;;1977;9;23/09/1977 00:00;23/09/1977 00:00;830;1697;Rotterdam;Bremerhaven;1;1;2073;American Legacy;fully cellular containership;15786;0
156155;;1977;9;23/09/1977 00:00;23/09/1977 00:00;830;1697;Rotterdam;Bremerhaven;1;1;10116;Bunga Seroja;fully cellular containership;12300;0
626443;;1977;9;23/09/1977 00:00;23/09/1977 00:00;5393;143;St. Petersburg;Helsinki;1;1;54337;Eridan;fully cellular containership;6270;0
568999;;1977;9;23/09/1977 00:00;23/09/1977 00:00;5196;3164;Manila;Hong Kong;1;1;47717;Diamond State;fully cellular containership;20190;0
209353;;1977;9;23/09/1977 00:00;23/09/1977 00:00;2561;966;Hampton Roads;Halifax;1;1;14127;CanMar Ambassador;fully cellular containership;29204;0
47799;;1977;9;23/09/1977 00:00;23/09/1977 00:00;941;3592;Algeciras;Naples;1;1;416;Afoundria;fully cellular containership;6982;0
858980;;1977;9;23/09/1977 00:00;23/09/1977 00:00;5802;5295;Tokyo;Busan;1;1;103764;Caribica;fully cellular containership;2928;0
609016;;1977;9;23/09/1977 00:00;23/09/1977 00:00;830;1675;Rotterdam;Zeebrugge;1;1;52700;Vanilla;fully cellular containership;16070;0
666995;;1977;9;23/09/1977 00:00;23/09/1977 00:00;2151;5493;Kobe;Osaka;1;1;57535;Mild Ocean;fully cellular containership;5630;0
87182;;1977;9;23/09/1977 00:00;23/09/1977 00:00;1369;4572;San Juan(PRI);New York;1;1;3430;Arecibo;fully cellular containership;18172;0
329131;;1977;9;23/09/1977 00:00;23/09/1977 00:00;3662;5931;Mombasa;Tanga;1;1;24672;Hua Li He;fully cellular containership;21465;0
96767;;1977;9;23/09/1977 00:00;23/09/1977 00:00;1675;830;Zeebrugge;Rotterdam;1;1;4202;Chicago Express;fully cellular containership;31830;0
530788;;1977;9;24/09/1977 00:00;24/09/1977 00:00;830;576;Rotterdam;Antwerp;1;1;45033;Jin Mao Fu;fully cellular containership;11151;0
242932;;1977;9;24/09/1977 00:00;24/09/1977 00:00;3106;4345;Trieste;Koper;1;1;17031;Eshel;fully cellular containership;7263;0
87183;;1977;9;24/09/1977 00:00;24/09/1977 00:00;4572;1369;New York;San Juan(PRI);1;1;3430;Arecibo;fully cellular containership;18172;0
158531;;1977;9;24/09/1977 00:00;24/09/1977 00:00;830;4492;Rotterdam;London;1;1;10251;CanMar Venture;fully cellular containership;16960;0
217960;;1977;9;24/09/1977 00:00;24/09/1977 00:00;4246;1697;Flushing;Bremerhaven;1;1;14640;Direct Kea;fully cellular containership;29262;0
772369;;1977;9;24/09/1977 00:00;24/09/1977 00:00;4489;238;Seattle;Portland(OR USA);1;1;70644;Kisik Mas;fully cellular containership;12790;0
66683;;1977;9;24/09/1977 00:00;24/09/1977 00:00;854;2561;Baltimore;Hampton Roads;1;1;2044;American Ace;fully cellular containership;15452;0
602879;;1977;9;24/09/1977 00:00;24/09/1977 00:00;828;2688;Tartous;Beirut;1;1;52352;Transporter;fully cellular containership;2466;0
156156;;1977;9;24/09/1977 00:00;24/09/1977 00:00;1697;2993;Bremerhaven;Hamburg;1;1;10116;Bunga Seroja;fully cellular containership;12300;0
767367;;1977;9;24/09/1977 00:00;24/09/1977 00:00;4489;4488;Seattle;Kodiak;1;1;70131;Philadelphia;fully cellular containership;9507;0
425639;;1977;9;24/09/1977 00:00;24/09/1977 00:00;4747;1831;Dakar;Tees;1;1;34502;Lian Tong Cheng;fully cellular containership;4114;0
155851;;1977;9;24/09/1977 00:00;24/09/1977 00:00;830;4492;Rotterdam;London;1;1;10111;Northern Triumph;fully cellular containership;18992;0
815992;;1977;9;24/09/1977 00:00;24/09/1977 00:00;1504;5493;Kaohsiung;Osaka;1;1;76173;MSC Laurence;fully cellular containership;30933;0
96768;;1977;9;24/09/1977 00:00;24/09/1977 00:00;830;1697;Rotterdam;Bremerhaven;1;1;4202;Chicago Express;fully cellular containership;31830;0
194734;;1977;9;25/09/1977 00:00;25/09/1977 00:00;2993;1697;Hamburg;Bremerhaven;1;1;13107;Willine Toyo;fully cellular containership;26190;0
357542;;1977;9;25/09/1977 00:00;25/09/1977 00:00;4188;1503;Port au Prince;Charleston;1;1;27006;Apple;fully cellular containership;2175;0
861556;;1977;9;25/09/1977 00:00;25/09/1977 00:00;219;1600;Fremantle;Melbourne;1;1;104421;Tanto Sahabat;fully cellular containership;8706;0
73097;;1977;9;25/09/1977 00:00;25/09/1977 00:00;2594;854;Philadelphia;Baltimore;1;1;2363;Brisbane Maru;fully cellular containership;37129;0
277930;;1977;9;25/09/1977 00:00;25/09/1977 00:00;4402;3767;Abu Dhabi;Dammam;1;1;21061;MSC Sharjah;fully cellular containership;21876;0
311484;;1977;9;25/09/1977 00:00;25/09/1977 00:00;1503;4700;Charleston;Jacksonville;1;1;23534;Eastern Kin;fully cellular containership;9246;0
677287;;1977;9;25/09/1977 00:00;25/09/1977 00:00;4700;1369;Jacksonville;San Juan(PRI);1;1;60440;Tampa;fully cellular containership;13596;0
675146;;1977;9;25/09/1977 00:00;25/09/1977 00:00;115;5757;Port Klang;Penang;1;1;60233;Supercon 2;fully cellular containership;5852;0
318998;;1977;9;25/09/1977 00:00;25/09/1977 00:00;5493;5295;Osaka;Busan;1;1;24177;Gi Huat;fully cellular containership;5436;0
383224;;1977;9;25/09/1977 00:00;25/09/1977 00:00;2248;1828;Felixstowe;Le Havre;1;1;30723;Faro I;fully cellular containership;14279;0
404247;;1977;9;25/09/1977 00:00;25/09/1977 00:00;2993;1697;Hamburg;Bremerhaven;1;1;32710;Texas;fully cellular containership;47422;0
464357;;1977;9;25/09/1977 00:00;25/09/1977 00:00;1369;3381;San Juan(PRI);New Orleans;1;1;37515;Trader;fully cellular containership;15495;0
47801;;1977;9;25/09/1977 00:00;25/09/1977 00:00;4289;941;Leghorn;Algeciras;1;1;416;Afoundria;fully cellular containership;6982;0
750199;;1977;9;25/09/1977 00:00;25/09/1977 00:00;962;2151;Uno;Kobe;1;1;66361;Ming Young;fully cellular containership;14624;0
316818;;1977;9;25/09/1977 00:00;25/09/1977 00:00;3832;593;Nagoya;Shimizu;1;1;24072;ACX Lotus;fully cellular containership;22951;0
141796;;1977;9;25/09/1977 00:00;25/09/1977 00:00;3917;2594;Boston(USA);Philadelphia;1;1;7210;Boston;fully cellular containership;9466;0
750198;;1977;9;25/09/1977 00:00;25/09/1977 00:00;1504;962;Kaohsiung;Uno;1;1;66361;Ming Young;fully cellular containership;14624;0
55099;;1977;9;25/09/1977 00:00;25/09/1977 00:00;311;238;Vancouver(CAN);Portland(OR USA);1;1;1135;Alligator Miracle;fully cellular containership;29581;0
558396;;1977;9;25/09/1977 00:00;25/09/1977 00:00;143;5393;Helsinki;St. Petersburg;1;1;47122;Silver Castle;fully cellular containership;6213;0
570279;;1977;9;26/09/1977 00:00;26/09/1977 00:00;5295;2151;Busan;Kobe;1;1;50010;Busan Express;fully cellular containership;2814;0
122243;;1977;9;26/09/1977 00:00;26/09/1977 00:00;3241;909;Puerto Cortes;Gulfport;1;1;5756;Bayano;fully cellular containership;3480;0
738965;;1977;9;26/09/1977 00:00;26/09/1977 00:00;1828;576;Le Havre;Antwerp;1;1;65445;Charlotte Lykes;fully cellular containership;15443;0
169912;;1977;9;26/09/1977 00:00;26/09/1977 00:00;2248;830;Felixstowe;Rotterdam;1;1;11163;Melissa;fully cellular containership;3260;0
620270;;1977;9;26/09/1977 00:00;26/09/1977 00:00;2331;4700;Houston;Jacksonville;1;1;53620;Horizon Producer;fully cellular containership;25699;0
316819;;1977;9;26/09/1977 00:00;26/09/1977 00:00;593;5802;Shimizu;Tokyo;1;1;24072;ACX Lotus;fully cellular containership;22951;0
178575;;1977;9;26/09/1977 00:00;26/09/1977 00:00;1828;4640;Le Havre;Southampton;1;1;11770;Carmen Cara;fully cellular containership;39588;0
622257;;1977;9;26/09/1977 00:00;26/09/1977 00:00;2331;4572;Houston;New York;1;1;54024;Seattle;fully cellular containership;10698;0
570280;;1977;9;26/09/1977 00:00;26/09/1977 00:00;2151;5295;Kobe;Busan;1;1;50010;Busan Express;fully cellular containership;2814;0
142080;;1977;9;26/09/1977 00:00;26/09/1977 00:00;4246;1675;Flushing;Zeebrugge;1;1;7215;Botany Bay;fully cellular containership;28794;0
425556;;1977;9;26/09/1977 00:00;26/09/1977 00:00;3595;2690;Alexandria(EGY);Garrucha;1;1;34477;Union Star 28;fully cellular containership;4114;0
609348;;1977;9;26/09/1977 00:00;26/09/1977 00:00;941;830;Algeciras;Rotterdam;1;1;52713;Baleares;fully cellular containership;15417;0
198930;;1977;9;26/09/1977 00:00;26/09/1977 00:00;2842;5295;Yokohama;Busan;1;1;13323;Cosmos;fully cellular containership;4314;0
161196;;1977;9;26/09/1977 00:00;26/09/1977 00:00;3880;2993;Bremen;Hamburg;1;1;10410;Fremantle Star;fully cellular containership;19114;0
184597;;1977;9;26/09/1977 00:00;26/09/1977 00:00;2993;1697;Hamburg;Bremerhaven;1;1;12433;Edinburgh;fully cellular containership;48810;0
425668;;1977;9;27/09/1977 00:00;27/09/1977 00:00;5268;4625;Rouen;Nouakchott;1;1;34503;A Cheng;fully cellular containership;4114;0
756343;;1977;9;27/09/1977 00:00;27/09/1977 00:00;4289;5521;Leghorn;Genoa;1;1;67074;Zim Port Said;fully cellular containership;25198;0
142081;;1977;9;27/09/1977 00:00;27/09/1977 00:00;1675;2993;Zeebrugge;Hamburg;1;1;7215;Botany Bay;fully cellular containership;28794;0
261694;;1977;9;27/09/1977 00:00;27/09/1977 00:00;854;2561;Baltimore;Hampton Roads;1;1;17757;Export Freedom;fully cellular containership;16605;0
466977;;1977;9;27/09/1977 00:00;27/09/1977 00:00;1501;889;Port de Bouc;Fos;1;1;37667;Melbourne Range;fully cellular containership;31610;0
57447;;1977;9;27/09/1977 00:00;27/09/1977 00:00;5802;2842;Tokyo;Yokohama;1;1;1277;Aleksand Fade;fully cellular containership;6314;0
162954;;1977;9;27/09/1977 00:00;27/09/1977 00:00;2151;5493;Kobe;Osaka;1;1;10555;Canna;fully cellular containership;4351;0
188226;;1977;9;27/09/1977 00:00;27/09/1977 00:00;576;830;Antwerp;Rotterdam;1;1;12577;Yi He;fully cellular containership;25078;0
568856;;1977;9;27/09/1977 00:00;27/09/1977 00:00;4593;2842;Keelung;Yokohama;1;1;47715;Equality State;fully cellular containership;20191;0
68396;;1977;9;27/09/1977 00:00;27/09/1977 00:00;5295;2151;Busan;Kobe;1;1;2102;Moon Jin;fully cellular containership;3021;0
57446;;1977;9;27/09/1977 00:00;27/09/1977 00:00;3444;5802;Nakhodka;Tokyo;1;1;1277;Aleksand Fade;fully cellular containership;6314;0
209255;;1977;9;27/09/1977 00:00;27/09/1977 00:00;966;4572;Halifax;New York;1;1;14126;OOCL Challenge;fully cellular containership;29398;0
815994;;1977;9;27/09/1977 00:00;27/09/1977 00:00;5802;1504;Tokyo;Kaohsiung;1;1;76173;MSC Laurence;fully cellular containership;30933;0
565994;;1977;9;27/09/1977 00:00;27/09/1977 00:00;4489;4488;Seattle;Kodiak;1;1;47556;Portland;fully cellular containership;9858;0
787969;;1977;9;27/09/1977 00:00;27/09/1977 00:00;743;3241;Santo Tomas de Castilla;Puerto Cortes;1;1;72444;MSC Sudan;fully cellular containership;27795;0
568579;;1977;9;27/09/1977 00:00;27/09/1977 00:00;5295;2151;Busan;Kobe;1;1;47705;Howell Lykes;fully cellular containership;23212;0
188227;;1977;9;28/09/1977 00:00;28/09/1977 00:00;830;1697;Rotterdam;Bremerhaven;1;1;12577;Yi He;fully cellular containership;25078;0
812380;;1977;9;28/09/1977 00:00;28/09/1977 00:00;2993;1697;Hamburg;Bremerhaven;1;1;75657;Wealthy River;fully cellular containership;23120;0
